-0.000126255, -3.49947e-05, 0.00174982, -0.00106986, -0.000383826, 0.00013399, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228
-0.000126255, -3.49947e-05, 0.00174982, -0.00106986, -0.000383826, 0.00013399, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228
-0.000148212, -4.88309e-05, 0.00156933, -0.00117761, 1.24768e-05, 0.000138801, 0.0315943, 0.0315936, 0.031588, 0.031503, 0.031505, 0.0316062
-0.000273992, -3.98203e-05, 0.00148462, -0.00109319, 0.000424206, 0.000149306, 0.0315679, 0.0315648, 0.0315379, 0.0313254, 0.031339, 0.0315888
-0.000331884, 2.41688e-05, 0.00124238, -0.000759148, 0.000639154, 0.000152298, 0.0315456, 0.0315408, 0.0314659, 0.0310854, 0.0311111, 0.031571
-0.000313777, 5.3032e-05, 0.00111967, -0.000675021, 0.000453053, 0.000156938, 0.0315281, 0.0315234, 0.0313656, 0.030792, 0.0308166, 0.0315523
-0.000263888, 5.89784e-05, 0.000687007, -0.000810104, 0.000338302, 0.000144658, 0.0315152, 0.0315117, 0.0312249, 0.0304366, 0.0304502, 0.0315334
-0.000176486, 6.68506e-05, -0.000182109, -0.000928209, 0.000283125, 0.000136779, 0.0315066, 0.0315044, 0.0310451, 0.0300089, 0.030012, 0.0315138
-0.000106443, 7.22574e-05, -0.000978965, -0.000953669, 0.00036535, 0.000142796, 0.0315013, 0.0315001, 0.030842, 0.0294932, 0.029488, 0.0314922
-6.339e-05, 8.22539e-05, -0.00128116, -0.000835348, 2.50786e-05, 0.000144903, 0.0314977, 0.0314979, 0.0305988, 0.028865, 0.0288427, 0.0314689
1.19863e-05, 9.85282e-05, -0.00223347, -0.000805173, -0.000224045, 0.000118377, 0.0314953, 0.0314969, 0.0303013, 0.0280927, 0.0280549, 0.0314479
0.000106411, 0.000124291, -0.00371993, -0.000911483, -0.000210624, 0.000117426, 0.0314937, 0.0314966, 0.0299525, 0.027154, 0.0271154, 0.0314272
0.00024458, 0.000168907, -0.00610759, -0.00108709, -0.000105856, 0.000175427, 0.0314924, 0.0314964, 0.0295549, 0.0260462, 0.0260169, 0.0314061
0.000383253, 0.000222708, -0.00859844, -0.00147946, 1.33811e-05, 0.000175025, 0.0314912, 0.0314962, 0.0291389, 0.0247943, 0.024769, 0.0313822
0.000296746, 0.000190486, -0.00723946, -0.0016091, -0.00102037, 5.15576e-05, 0.0314899, 0.0314956, 0.0286852, 0.0234142, 0.0234132, 0.0313558
0.000218805, 0.000156872, -0.00570808, -0.00163945, -0.00196957, 6.84861e-06, 0.0314888, 0.0314948, 0.0281259, 0.0219274, 0.0220276, 0.0313388
0.000125864, 0.000103163, -0.00340752, -0.00148246, -0.00274473, -3.55126e-05, 0.0314877, 0.0314937, 0.0273502, 0.020374, 0.0207248, 0.031321
4.89425e-05, 4.8554e-05, -0.00109729, -0.00138758, -0.00315447, -9.0962e-05, 0.0314866, 0.0314923, 0.0264855, 0.0188016, 0.0194689, 0.0313019
7.09135e-06, 6.5349e-06, 0.000331026, -0.00117595, -0.00339408, -8.50837e-05, 0.0314853, 0.0314906, 0.0255983, 0.0172703, 0.0182577, 0.0312815
-8.912e-06, -5.68794e-05, 0.00183535, -0.000669303, -0.00317057, -0.000117813, 0.0314839, 0.0314888, 0.0248793, 0.0158982, 0.0170111, 0.0312588
-9.25758e-06, -0.000122537, 0.00328627, -0.000367796, -0.00278955, -7.3073e-05, 0.0314819, 0.0314872, 0.0245278, 0.0148878, 0.0156605, 0.0312257
