1685499866186600208, 0.999302, -0.000359919, 0.0359973, 0.0099915, 0, 0, 0, 0, 0, 0
1685499866652855396, 0.999135, 0.00305894, 0.0409514, 0.00649982, 0.000487002, -0.00038632, 0.00422404, -0.00436167, -0.0145657, 0.0655604
1685499866753687143, 0.999756, 0.00325393, 0.0218146, 0.00139968, 0.000521738, -0.00381201, 0.0147035, -0.0138618, -0.0458102, 0.160474
1685499866854568958, 0.999941, 0.00285082, 0.0101897, 0.00239571, 0.00214905, -0.00764637, 0.0308871, -0.0137309, -0.0304247, 0.162464
1685499866955409050, 0.99989, 0.00209041, 0.00982389, 0.010873, 0.00455906, -0.00808682, 0.0456855, 0.0153645, -0.0253757, 0.158477
1685499867056276798, 0.999808, 0.00112452, 0.00985421, 0.0169065, 0.00644072, -0.00959272, 0.0626377, 0.0304394, -0.020356, 0.195573
1685499867157110929, 0.999884, 5.83147e-05, 0.0106949, 0.0108881, 0.00894816, -0.0110112, 0.0808368, 0.0386673, -0.00912327, 0.192923
1685499867257980824, 0.999952, -0.000286104, 0.00636819, 0.00738166, 0.0116364, -0.0121337, 0.0982146, 0.0433071, -0.00390984, 0.201008
1685499867358839273, 0.999942, 0.000151226, -0.00284658, 0.0103649, 0.0152011, -0.0127893, 0.116712, 0.0423994, -0.00293546, 0.207287
1685499867459716320, 0.999881, -0.00105388, -0.00540202, 0.0144359, 0.0166628, -0.0123888, 0.137991, 0.0351243, -0.00471754, 0.229346
1685499867560562611, 0.999845, -0.00291502, -0.00640202, 0.0161465, 0.0173333, -0.0126156, 0.159915, 0.0204048, -0.00609044, 0.244777
1685499867661381483, 0.999853, -0.00353452, -0.00958836, 0.0137693, 0.0175002, -0.0133807, 0.181606, 0.0126634, -0.000948116, 0.253615
1685499867762286663, 0.99988, -0.000602085, -0.0138615, 0.00688421, 0.0178576, -0.0137006, 0.201535, 0.0211714, 0.000474441, 0.238307
1685499867863127470, 0.999778, 0.00186359, -0.0198984, 0.00673386, 0.0192627, -0.0157874, 0.217698, 0.0313908, -0.00483124, 0.172792
1685499867963990211, 0.999678, 0.00235108, -0.022449, 0.0115806, 0.0183211, -0.016921, 0.231854, 0.0355456, 0.00472648, 0.0544055
1685499868064858675, 0.999674, 0.000901421, -0.0201897, 0.0156128, 0.0173656, -0.01673, 0.237138, 0.0330992, 0.00927021, -0.0164714
1685499868165723324, 0.999796, -0.0034269, -0.0108548, 0.0166657, 0.0158152, -0.0149731, 0.240057, 0.0147355, 0.0138509, -0.0338537
1685499868266595364, 0.999755, -0.00633157, -0.00857477, 0.0193926, 0.0140228, -0.0126084, 0.243968, -0.0124243, 0.0140088, -0.0245393
1685499868367437363, 0.99951, -0.0098777, -0.00624163, 0.02905, 0.0107931, -0.0108178, 0.244912, -0.0247942, -0.00553425, -0.0418118
1685499868468307734, 0.998569, -0.0127868, -0.00608993, 0.051573, 0.009493, -0.00906261, 0.244519, -0.0311112, -0.0142038, -0.0661714
1685499868569181442, 0.996289, -0.0118997, -0.00618499, 0.0850193, 0.0104636, -0.00907045, 0.240605, -0.0293204, -0.029287, -0.106227
1685499868670002222, 0.99237, -0.0105901, 0.00183215, 0.122823, 0.0111932, -0.0119656, 0.230516, -0.0239249, -0.0466964, -0.113694
1685499868770883322, 0.988439, -0.00972395, 0.01187, 0.150839, 0.0124056, -0.0168118, 0.220306, -0.0193227, -0.0429173, -0.0967131
1685499868871752024, 0.98482, -0.00796271, 0.0181056, 0.172451, 0.0115897, -0.021612, 0.210587, -0.0257548, -0.0444395, -0.0968951
1685499868972592831, 0.980889, -0.00736444, 0.0249454, 0.192824, 0.0105452, -0.0278757, 0.201361, -0.0233671, -0.0369328, -0.082522
1685499869073421955, 0.97718, -0.00728467, 0.0284787, 0.210369, 0.00978223, -0.0346846, 0.194226, -0.0206044, -0.0232572, -0.0553829
1685499869174335241, 0.974179, -0.00672778, 0.0305054, 0.223606, 0.00959162, -0.0429099, 0.189037, -0.024801, -0.0207857, -0.0486302
1685499869275211334, 0.970631, -0.00438838, 0.0345122, 0.238045, 0.00867706, -0.050314, 0.1835, -0.0225973, -0.0148743, -0.0498402
1685499869376044989, 0.967676, -0.00394556, 0.0364797, 0.249515, 0.00860746, -0.0585021, 0.179026, -0.0140465, -0.0129032, -0.0288284
1685499869476912022, 0.965994, -0.00336618, 0.0379273, 0.255746, 0.00929224, -0.0662281, 0.176428, -0.00598246, -0.0140631, 0.0029327
