-0.000126255, -3.49947e-05, 0.00174982, -0.00106986, -0.000383826, 0.00013399, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228
-0.000126255, -3.49947e-05, 0.00174982, -0.00106986, -0.000383826, 0.00013399, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228, 0.0316228
-0.000142285, -2.60265e-05, 0.00151331, -0.00113048, -1.60079e-05, 0.000136187, 0.0315943, 0.0315936, 0.031588, 0.031503, 0.031505, 0.0316062
-0.000214773, 1.82727e-05, 0.00142218, -0.000939119, 0.000104399, 0.000138085, 0.0315679, 0.0315648, 0.0315379, 0.0313257, 0.0313392, 0.0315886
-0.000221022, 6.4781e-05, 0.0012708, -0.000769614, 0.000131868, 0.000141654, 0.0315455, 0.0315407, 0.0314656, 0.0310884, 0.0311132, 0.0315706
-0.000220229, 9.74654e-05, 0.0010222, -0.000587861, 0.000206469, 0.0001425, 0.0315277, 0.0315232, 0.0313645, 0.0307984, 0.0308215, 0.0315521
-0.000179234, 0.000115572, 0.000421149, -0.000661427, 0.000235386, 0.00013259, 0.0315147, 0.0315114, 0.0312229, 0.030445, 0.0304569, 0.0315331
-0.000101897, 0.000128298, -0.000525874, -0.000734822, 0.000324143, 0.000132451, 0.031506, 0.031504, 0.0310423, 0.0300188, 0.0300203, 0.0315129
-3.44441e-05, 0.000137445, -0.00141982, -0.000716317, 0.000544549, 0.000134615, 0.0315007, 0.0314998, 0.0308388, 0.0295049, 0.0294977, 0.0314907
-2.95846e-06, 0.000133271, -0.00156822, -0.000759787, 9.93432e-05, 0.000114721, 0.0314971, 0.0314975, 0.0305961, 0.0288778, 0.0288529, 0.0314664
7.90645e-05, 0.000147726, -0.0025813, -0.000796621, -0.000167152, 7.27132e-05, 0.0314947, 0.0314966, 0.0302993, 0.0281053, 0.0280647, 0.0314456
0.000121412, 0.000154897, -0.00317669, -0.0010004, -0.000428426, 8.33974e-05, 0.031493, 0.0314962, 0.0299508, 0.0271655, 0.0271232, 0.031425
0.000168827, 0.000170169, -0.00400394, -0.00139574, -0.000590484, 8.63669e-05, 0.0314919, 0.0314961, 0.0295513, 0.0260525, 0.026022, 0.0314064
0.000220622, 0.000190846, -0.00504296, -0.00162147, -0.000695708, 9.50338e-05, 0.0314909, 0.0314959, 0.0291313, 0.0247898, 0.0247715, 0.0313887
0.000202007, 0.000189797, -0.00478441, -0.00194167, -0.00115376, 4.35937e-05, 0.0314899, 0.0314953, 0.0286718, 0.0233966, 0.0234172, 0.0313711
0.00019585, 0.000193706, -0.00481644, -0.00213162, -0.00151132, 3.14918e-05, 0.031489, 0.0314946, 0.028112, 0.0219057, 0.0220291, 0.0313548
0.000181099, 0.000191143, -0.00464496, -0.00215701, -0.00190319, -2.42438e-06, 0.031488, 0.0314935, 0.0273433, 0.0203577, 0.0207201, 0.0313383
0.000172112, 0.00018858, -0.00447132, -0.00217349, -0.00209302, 1.12629e-05, 0.031487, 0.0314922, 0.0264885, 0.0187932, 0.0194555, 0.0313207
0.000157768, 0.00016959, -0.00399378, -0.00196452, -0.00225888, -1.64211e-05, 0.0314859, 0.0314907, 0.0256073, 0.0172662, 0.0182348, 0.0313014
0.00014712, 0.000134267, -0.00287562, -0.00173448, -0.00215251, -2.37852e-05, 0.0314846, 0.0314891, 0.0248843, 0.0158944, 0.0169843, 0.0312806
0.000152475, 7.7778e-05, -0.00164841, -0.0013576, -0.00184992, -1.23591e-05, 0.0314827, 0.0314876, 0.0245206, 0.0148829, 0.015644, 0.0312532
