-0.689751,0.723999, 0.00388623, 0.00738893, 0,0,0, 0.1, 0.1, 0.1, 0.5, 0.5, 0.5
-0.689751,0.723999, 0.00388623, 0.00738893, 0,0,0, 0.1, 0.1, 0.1, 0.5, 0.5, 0.5
-0.689772,0.723978, 0.00387747, 0.00740619, 0.0139212,0.00373135,-0.000977839, 0.0999236, 0.0999899, 0.0999237, 0.492309, 0.499453, 0.493264
-0.689858,0.723896, 0.00393267, 0.00742391, 0.0200259,0.00440952,-0.00592936, 0.0998831, 0.099974, 0.0998991, 0.477112, 0.499235, 0.484813
-0.689879,0.723876, 0.00395325, 0.00741754, 0.0271511,0.00253903,-0.0072698, 0.0998592, 0.0999381, 0.0998853, 0.466057, 0.498547, 0.481875
-0.689883,0.723872, 0.00397354, 0.00743398, 0.0353741,-0.00244967,-0.00816256, 0.0998351, 0.0999063, 0.0998776, 0.458242, 0.495997, 0.480062
-0.689882,0.723873, 0.00397623, 0.00748486, 0.0490225,-0.00565484,-0.00739374, 0.0998137, 0.0998751, 0.099869, 0.453173, 0.495696, 0.479605
-0.689888,0.723865, 0.00399406, 0.00757764, 0.0695418,-0.00486192,-0.00664309, 0.0997973, 0.0998557, 0.0998607, 0.447328, 0.495676, 0.478858
-0.689902,0.72385, 0.00404306, 0.0076657, 0.0925009,-0.00746366,-0.00572272, 0.0997764, 0.0998437, 0.0998401, 0.43793, 0.495564, 0.478814
-0.689947,0.723808, 0.00404743, 0.00766182, 0.0958168,-0.00837247,-0.00675334, 0.0997736, 0.0998329, 0.0998338, 0.430296, 0.4949, 0.478298
-0.689945,0.723809, 0.0040819, 0.00772596, 0.11171,-0.0146944,-0.00855646, 0.0997715, 0.0998269, 0.0998325, 0.425222, 0.494081, 0.47675
-0.689946,0.723808, 0.00407838, 0.00774757, 0.119592,-0.0160719,-0.0105114, 0.0997692, 0.0998249, 0.0998285, 0.421062, 0.493944, 0.474873
-0.68995,0.723804, 0.00408198, 0.00776792, 0.128794,-0.0125978,-0.0134538, 0.0997637, 0.0998138, 0.099814, 0.417039, 0.493195, 0.471939
-0.689982,0.723774, 0.00409291, 0.0077658, 0.140567,-0.0087458,-0.0155453, 0.0997519, 0.0998094, 0.0998049, 0.412603, 0.492221, 0.470392
-0.69003,0.723728, 0.00415868, 0.00775583, 0.137583,-0.009549,-0.01685, 0.0997255, 0.0997808, 0.0997955, 0.409448, 0.491891, 0.469466
-0.690042,0.723715, 0.00425008, 0.00778148, 0.137735,-0.00987102,-0.0184777, 0.0996681, 0.0997133, 0.0997891, 0.408616, 0.491533, 0.467025
-0.690068,0.72369, 0.0043307, 0.00782577, 0.138413,-0.0086865,-0.0216998, 0.0995553, 0.0995989, 0.0997712, 0.408154, 0.490984, 0.460573
-0.690074,0.723683, 0.00437103, 0.00786852, 0.139351,-0.00748084,-0.0233844, 0.0994392, 0.0994669, 0.0997647, 0.406708, 0.489922, 0.455773
-0.690071,0.723685, 0.00441349, 0.00796936, 0.142254,-0.00248212,-0.0250293, 0.0993233, 0.0993195, 0.0997402, 0.403948, 0.485556, 0.451485
-0.690012,0.723739, 0.00441285, 0.00805653, 0.150666,0.0227723,-0.0254912, 0.099229, 0.0991104, 0.0996351, 0.400854, 0.465508, 0.441962
-0.689956,0.723793, 0.00440883, 0.00812768, 0.162516,0.0835016,-0.0259546, 0.0991704, 0.0988175, 0.0994042, 0.398694, 0.415862, 0.419265
-0.690166,0.723592, 0.00438589, 0.00814305, 0.172936,0.132771,-0.0236821, 0.0991303, 0.0985209, 0.0990932, 0.395945, 0.35273, 0.388115
-0.690216,0.723545, 0.00436049, 0.00811896, 0.177884,0.150115,-0.019155, 0.0990994, 0.0983683, 0.0989048, 0.392664, 0.30861, 0.367026
-0.690208,0.723553, 0.00437202, 0.00811591, 0.180562,0.157715,-0.017801, 0.0990871, 0.0982774, 0.0987975, 0.390044, 0.282136, 0.357195
-0.69022,0.723541, 0.00437802, 0.00810922, 0.181763,0.161105,-0.0156908, 0.0990766, 0.098194, 0.0987015, 0.387646, 0.266228, 0.353061
-0.690187,0.723572, 0.00439765, 0.00812156, 0.18249,0.163533,-0.0146234, 0.0990713, 0.0981282, 0.0986334, 0.386038, 0.256623, 0.350826
-0.690181,0.723577, 0.00440437, 0.00814546, 0.182365,0.164563,-0.0170018, 0.0990618, 0.0980843, 0.0985929, 0.384889, 0.250997, 0.346387
-0.690173,0.723585, 0.00443023, 0.00817958, 0.183318,0.16721,-0.0185361, 0.0990389, 0.0980292, 0.0985436, 0.383736, 0.247237, 0.338199
-0.690166,0.723591, 0.00442381, 0.00821458, 0.183583,0.168699,-0.0223941, 0.0990092, 0.0979819, 0.0985127, 0.382775, 0.244548, 0.325079
-0.690165,0.723592, 0.00442027, 0.0082642, 0.183403,0.170025,-0.02795, 0.0989688, 0.0979457, 0.0985016, 0.381637, 0.242309, 0.306804
-0.690169,0.723588, 0.00443208, 0.00829018, 0.182204,0.170561,-0.0312788, 0.0989195, 0.0979088, 0.098496, 0.380428, 0.240101, 0.283548
-0.690178,0.723578, 0.00442624, 0.00834742, 0.177952,0.174642,-0.0369614, 0.098869, 0.0978336, 0.0984541, 0.378595, 0.236484, 0.255509
-0.690153,0.723601, 0.00439424, 0.00839988, 0.169277,0.183279,-0.0365042, 0.0988316, 0.0976461, 0.0982969, 0.374879, 0.22766, 0.225228
-0.690204,0.723551, 0.00441464, 0.00848721, 0.15847,0.195393,-0.0328126, 0.0988059, 0.0973792, 0.0980495, 0.369023, 0.211612, 0.197475
-0.690156,0.723597, 0.00445396, 0.00852806, 0.153952,0.199907,-0.0284669, 0.0987894, 0.0971541, 0.0978383, 0.362426, 0.19155, 0.176096
-0.690032,0.723714, 0.00450051, 0.00856315, 0.155723,0.197592,-0.0290302, 0.0987729, 0.0969476, 0.0976496, 0.357388, 0.172021, 0.160355
-0.68994,0.723801, 0.00453452, 0.00859956, 0.159687,0.191641,-0.0295486, 0.0987488, 0.0967359, 0.0974709, 0.353888, 0.154854, 0.14902
-0.689826,0.723909, 0.00453833, 0.00866173, 0.167918,0.178999,-0.0321745, 0.0987098, 0.0965449, 0.0973321, 0.351485, 0.140933, 0.141345
-0.689821,0.723914, 0.0045363, 0.00865084, 0.173404,0.170428,-0.033431, 0.0986273, 0.0964119, 0.0972893, 0.349886, 0.130901, 0.137153
-0.689862,0.723876, 0.00461907, 0.00856401, 0.176764,0.160878,-0.0343665, 0.0984876, 0.096301, 0.0972814, 0.349601, 0.124956, 0.135423
-0.689907,0.723833, 0.00479255, 0.00840261, 0.175118,0.157505,-0.0342483, 0.0982838, 0.0961719, 0.0972598, 0.349365, 0.121372, 0.134682
-0.689925,0.723817, 0.00496074, 0.0082287, 0.173566,0.154983,-0.0344048, 0.0980714, 0.0960194, 0.0972266, 0.348808, 0.118144, 0.134402
-0.68996,0.723785, 0.0051651, 0.00802131, 0.171416,0.153675,-0.0347427, 0.0978466, 0.0958863, 0.0971978, 0.348076, 0.115421, 0.134292
-0.689988,0.723759, 0.0053859, 0.00778956, 0.169209,0.151943,-0.035905, 0.0975886, 0.0957839, 0.0971901, 0.347254, 0.11325, 0.134032
-0.690021,0.723728, 0.00561128, 0.00752941, 0.166702,0.151166,-0.03756, 0.0972972, 0.0956867, 0.0971814, 0.346322, 0.111546, 0.1333
-0.690042,0.72371, 0.00579334, 0.0072852, 0.164561,0.150702,-0.0393087, 0.096999, 0.0955913, 0.0971652, 0.345455, 0.110085, 0.132136
-0.69007,0.723683, 0.00597623, 0.00706563, 0.16274,0.150544,-0.0409241, 0.0967236, 0.0954655, 0.0971077, 0.344809, 0.108662, 0.130987
-0.689954,0.723795, 0.00612171, 0.00691512, 0.161996,0.15036,-0.0419408, 0.0964801, 0.0952372, 0.0969383, 0.344467, 0.106888, 0.130241
-0.689977,0.723772, 0.00627688, 0.00681443, 0.161828,0.14985,-0.0425215, 0.0962695, 0.0949481, 0.0966916, 0.344103, 0.104588, 0.129822
-0.690055,0.723697, 0.00637704, 0.00673316, 0.162522,0.148727,-0.0429217, 0.0960724, 0.0947698, 0.096549, 0.34357, 0.102109, 0.129346
