0, 0, 0, 0.0316228, 0.0316228, 0.0316228
-0.00435996, -0.0145631, 0.0655604, 0.154667, 0.154666, 0.0350014
-0.0138624, -0.0458018, 0.160472, 0.171562, 0.171041, 0.0359957
-0.0137545, -0.0304097, 0.162461, 0.178789, 0.175494, 0.0371183
0.0153213, -0.0253603, 0.158472, 0.180165, 0.173048, 0.0383623
0.0303804, -0.0203485, 0.195568, 0.178648, 0.168724, 0.0396942
0.0385964, -0.00912238, 0.192913, 0.173826, 0.162718, 0.0410322
0.043227, -0.00391039, 0.200989, 0.170267, 0.157951, 0.0424012
0.0423058, -0.00293744, 0.207261, 0.169686, 0.155193, 0.0438795
0.0350152, -0.00472356, 0.22932, 0.170263, 0.155081, 0.045354
0.0202841, -0.00610339, 0.244745, 0.170825, 0.15677, 0.0467486
0.012535, -0.000967966, 0.253572, 0.171887, 0.159378, 0.0480706
0.0210359, 0.000453599, 0.238246, 0.17276, 0.161593, 0.0493151
0.0312412, -0.00484347, 0.172716, 0.172842, 0.16274, 0.0505831
0.0353942, 0.00471685, 0.0543517, 0.170724, 0.162093, 0.0517811
0.0329542, 0.00925911, -0.0165026, 0.168036, 0.162213, 0.0526206
0.0146096, 0.0138374, -0.033857, 0.164459, 0.162827, 0.0525919
-0.012523, 0.013992, -0.0245183, 0.162313, 0.163173, 0.0521606
-0.0248656, -0.00555613, -0.0417767, 0.160517, 0.162325, 0.0515074
-0.0311527, -0.0142396, -0.0661233, 0.159115, 0.163109, 0.0513676
-0.0293318, -0.0293579, -0.106164, 0.156674, 0.169466, 0.052464
-0.023902, -0.0468356, -0.113618, 0.154947, 0.18398, 0.0543665
-0.0192525, -0.0431572, -0.0966201, 0.154669, 0.202399, 0.056454
-0.025632, -0.0447927, -0.0967792, 0.154288, 0.220843, 0.0586109
-0.0231817, -0.0374067, -0.0823767, 0.154509, 0.238331, 0.0607625
-0.0203822, -0.02383, -0.0552039, 0.154258, 0.252486, 0.062913
-0.0245503, -0.0214241, -0.0484126, 0.151904, 0.258911, 0.0650629
-0.02233, -0.0155267, -0.0495787, 0.148175, 0.258061, 0.0671787
-0.0137851, -0.0135288, -0.0285202, 0.143225, 0.249997, 0.0692169
-0.00572434, -0.0146281, 0.00328599, 0.13716, 0.234052, 0.0710595
0.00186005, -0.00431265, 0.0429617, 0.129968, 0.211203, 0.0724941
0.00378592, 0.0119485, 0.0763395, 0.122351, 0.182117, 0.0727771
0.00258266, 0.0142931, 0.100254, 0.116008, 0.151073, 0.0703548
-0.00279046, 0.0102155, 0.0860025, 0.111258, 0.125188, 0.0646134
0.000418421, 0.00207044, 0.0668816, 0.108397, 0.10849, 0.0572463
-0.00320685, 0.000206267, 0.0743385, 0.10672, 0.099564, 0.0501681
-0.00510303, -0.0135008, 0.0665362, 0.10619, 0.0958968, 0.0442036
-0.00766649, -0.0237164, 0.0496445, 0.105797, 0.0956788, 0.0396381
-0.00924655, -0.028088, -0.0082761, 0.104806, 0.0969701, 0.0364657
0.00914986, -0.0239851, 0.00277028, 0.104187, 0.0995965, 0.0342784
-0.000998917, -0.0221966, 0.0114794, 0.103598, 0.101596, 0.0326233
0.00180885, -0.015553, 0.0072823, 0.101959, 0.103581, 0.0313473
0.00182295, -0.01099, -0.00962138, 0.0998491, 0.105212, 0.0303658
-0.00531882, -0.00585624, -0.0183139, 0.0973198, 0.10603, 0.0296438
-0.000350924, -0.00582824, -0.00836472, 0.094894, 0.106044, 0.0290982
-0.000576911, -0.00399361, 0.00722113, 0.0918997, 0.105385, 0.0286893
-0.00358118, 0.00468746, 0.0418756, 0.0882879, 0.10501, 0.0284025
0.00776212, 0.0274268, 0.0738709, 0.0835648, 0.105589, 0.0282839
0.00633953, 0.0290814, 0.0605489, 0.079961, 0.106796, 0.0283507
0.00729564, 0.0273956, 0.0200079, 0.076445, 0.10798, 0.0285773
0.00358192, 0.0215063, 0.00901767, 0.073258, 0.108901, 0.0289185
-0.00159663, 0.0135048, -0.00541013, 0.070184, 0.109085, 0.0293702
0.003742, -0.00240395, 0.00327226, 0.0676338, 0.108675, 0.0298947
-0.0139187, -0.0107314, -0.0043128, 0.0648664, 0.107563, 0.0304935
-0.00779858, -0.014956, -0.00118176, 0.0625516, 0.105644, 0.0311822
-0.0134465, -0.017847, -0.00309564, 0.0610417, 0.103013, 0.0318986
-0.017467, -0.0162961, -0.00144694, 0.0608537, 0.0996879, 0.0326276
-0.0186202, -0.0119553, -0.00455228, 0.0622871, 0.0957991, 0.0333443
-0.0183864, -0.00802078, -0.0171579, 0.0653438, 0.091448, 0.0340241
-0.0138353, 0.00383492, -0.0294172, 0.0706555, 0.0865776, 0.0346118
-0.00976831, 0.00404987, -0.0470826, 0.0766154, 0.0808354, 0.0348473
-0.00973948, -0.0106411, -0.0316197, 0.0820507, 0.0747404, 0.0345063
-0.00695827, -0.0298223, -0.0210295, 0.0870765, 0.0687716, 0.0336299
-0.00212864, -0.0299867, -0.0276268, 0.093404, 0.0633126, 0.0322348
0.000409472, -0.00756916, -0.0354015, 0.101405, 0.0586979, 0.0306455
0.00740465, -0.00350023, -0.0125901, 0.106174, 0.0552966, 0.029134
0.0106092, 0.010156, 0.0123728, 0.11072, 0.053004, 0.0279933
0.00687903, 0.00921579, -0.00598306, 0.111629, 0.0513271, 0.0270837
0.00953574, 0.0094274, -0.0412337, 0.111102, 0.0499334, 0.0262575
0.00178675, -0.00332486, -0.0658362, 0.10803, 0.0490331, 0.0254067
0.00272515, -0.0238384, -0.0775282, 0.103463, 0.0484566, 0.0245099
