0, 0
0, 0.176607
0, 0.168033
0, -nan
0, -nan
0, 0
0, 1.57426e-155
0, 0.315791
0, 0
0, -nan
0, 1.57426e-155
0, 0.136635
0, 1.57426e-155
0, -nan
0, 1.57426e-155
0, 0.155117
0, 1.57426e-155
0, 0.155117
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1.57426e-155
0, -nan
0, -nan
0, 1.57426e-155
0, 0
0, 0
0, 0
0, 0
0, 0
0, 0
0, 1.91897
0, 0
0, 0.010142
0, 0.0100001
0, 0.00980771
0, 0.00895646
0, 0.00746055
0, 0.00731128
0, 0.00662126
0, 0.00641189
0, 0.00603709
0, 0.00566136
0, 0
0, 0.00456613
0, 0
0, 0
0, 0.00185743
0, -nan
0, -nan
0, -nan
0, -nan
0, 1.91897
0, 0.114106
0, 1.91897
0, 9.16467e-162
0, 1.91897
0, 0
0, 1.91897
0, 0
0, 0.199932
0, 0
0, -nan
0, 1.57426e-155
0, 0
0, 0.00519835
0, 0.00550491
0, 0.00568175
0, 0.00578837
0, 0.00576848
0, 0
0, 0.00625815
0, 0.00640747
0, 0.00663595
0, 0.00679679
0, 0.00691411
0, 0.00700584
0, 0
0, 0.00714236
0, 0.00719047
0, 0.00724203
0, 0.00721742
0, 0.00712468
0, 0.00699193
0, 0.00681588
0, 0.00662556
0, 0.00648333
0, 0.00637257
0, 0.00624238
0, 0
0, 138.861
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, 2.63627e-155
0, 0
0, -nan
0, 0
0, -nan
0, 2.63627e-155
0, 0
0, 0
0, -nan
0, 0
0, -nan
0, 0
0, -nan
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.79124
0, 5.48444
0, 2.15588e-155
0, -nan
0, 2.15588e-155
0, 0.249501
0, -nan
0, 5.48444
0, -nan
0, -nan
0, 5.48444
0, -nan
0, -nan
0, 5.48444
0, -nan
0, 5.48444
0, -nan
0, -nan
0, 5.48444
0, -nan
0, -nan
0, 3.17766e-155
0, 1.07144
0, -nan
0, 2.29023e-155
0, -nan
0, 0
0, 10033.1
0, 0
0, 2.87248
0, 6.26028
0, 2.87248
0, 0
0, 2.82369
0, 2.15588e-155
0, -nan
0, 2.15588e-155
0, -nan
0, 2.15588e-155
0, -nan
0, -nan
0, 2.15588e-155
0, -nan
0, -nan
0, 2.15588e-155
0, 131.048
0, -nan
0, 3.54543
0, -nan
0, -nan
0, -nan
0, -nan
0, -nan
0, 1.82717e-155
