1.6855e+09,0.00117509,-0.000670431,7.31544e-05,0.999999,-0.00623006,-0.00217826,-0.00085142
1.6855e+09,0.00696244,-0.00402107,0.00465906,0.999957,-0.0119825,-0.014329,0.0148263
1.6855e+09,0.00299992,-0.00474442,0.0047981,0.999973,-0.0131363,-0.0159002,0.0344783
1.6855e+09,0.00172411,-0.00530243,0.0043373,0.999975,-0.0134575,-0.0186488,0.042118
1.6855e+09,0.00155303,-0.00537117,0.0043002,0.999975,-0.0136863,-0.0188846,0.042984
1.6855e+09,-0.00178308,-0.00778181,0.00378477,0.999961,-0.0170524,-0.0235036,0.0607089
1.6855e+09,-0.00262909,-0.00869507,0.00399109,0.999951,-0.0164561,-0.023226,0.0663031
1.6855e+09,-0.00338462,-0.00946901,0.00396802,0.999942,-0.0155199,-0.0204975,0.0722705
1.6855e+09,-0.00289136,-0.00979321,0.00349522,0.999942,-0.0157709,-0.021301,0.0724023
1.6855e+09,-0.00242401,-0.0105319,0.0030187,0.999937,-0.0153208,-0.0222441,0.0750496
1.6855e+09,-0.0021948,-0.0110755,0.00334661,0.999931,-0.0178444,-0.0228696,0.0775636
1.6855e+09,-0.0017894,-0.0118522,0.00515739,0.999915,-0.0156284,-0.0173051,0.080816
1.6855e+09,-0.00150521,-0.0120861,0.0047683,0.999914,-0.0151752,-0.0212618,0.0820309
1.6855e+09,-0.00141047,-0.0120382,0.00465018,0.999916,-0.014325,-0.021166,0.0816222
1.6855e+09,-0.00148137,-0.0120104,0.00454004,0.999916,-0.0134003,-0.0213857,0.0817697
1.6855e+09,-0.0014384,-0.0119742,0.00442959,0.999917,-0.012565,-0.0217227,0.0814124
1.6855e+09,0.000991683,-0.0112848,-0.00163754,0.999934,0.00285018,-0.0406182,0.0712832
1.6855e+09,0.000781876,-0.0112581,-0.00176006,0.999935,0.00280446,-0.040306,0.0720767
1.6855e+09,0.00337704,-0.0132251,-0.0032431,0.999902,-0.0126494,-0.042117,0.0780409
1.6855e+09,0.0057588,-0.0164085,-0.00334508,0.999843,-0.0278703,-0.0431087,0.0817874
1.6855e+09,0.00760591,-0.011742,-0.0135788,0.99981,-0.100702,-0.0085528,0.0855122
1.6855e+09,0.00966796,-0.00840405,-0.0151863,0.999803,-0.109644,-0.00595354,0.0849333
1.6855e+09,0.00971615,-0.00811627,-0.015317,0.999803,-0.110153,-0.00602595,0.0855055
1.6855e+09,0.0142978,-0.00254401,-0.0183481,0.999726,-0.124449,-0.00456487,0.0837003
1.6855e+09,0.0142036,-0.00240074,-0.0182474,0.99973,-0.12409,-0.00524482,0.0842005
1.6855e+09,0.0137402,-0.00166427,-0.0184055,0.999735,-0.125613,-0.00498308,0.0858478
1.6855e+09,0.00827558,-0.000752297,-0.0213183,0.999738,-0.137279,-0.00308397,0.107173
1.6855e+09,0.00805925,-0.000782584,-0.0220351,0.999724,-0.141622,-0.00321984,0.10894
1.6855e+09,0.00800167,-0.000794692,-0.0222976,0.999719,-0.142366,-0.00335769,0.109312
1.6855e+09,0.00855832,-0.00081548,-0.0218133,0.999725,-0.139025,-0.00281171,0.10902
1.6855e+09,0.00547723,0.00293942,-0.0203559,0.999773,-0.1378,-0.00669227,0.12321
1.6855e+09,0.00138799,0.0030089,-0.0161691,0.999864,-0.119874,-0.0111449,0.144872
1.6855e+09,-4.62168e-05,0.00344382,-0.0107856,0.999936,-0.0942664,-0.0118436,0.147725
1.6855e+09,-0.000237534,0.00320288,-0.0090029,0.999954,-0.0857663,-0.010781,0.15008
1.6855e+09,-0.000504534,0.00277308,-0.0053602,0.999982,-0.068773,-0.0134677,0.153673
1.6855e+09,-0.000524927,0.00220038,0.0014735,0.999996,-0.0439376,-0.0256561,0.161728
1.6855e+09,9.25751e-05,0.00118302,0.00364833,0.999993,-0.0396491,-0.0249271,0.159707
1.6855e+09,-0.000135397,0.00117752,0.00378112,0.999992,-0.0389996,-0.0246374,0.16017
1.6855e+09,-0.000302819,0.00166425,0.00353899,0.999992,-0.0381854,-0.0258219,0.160601
1.6855e+09,0.000819488,0.00157709,0.00204127,0.999996,-0.0401157,-0.0309655,0.160411
1.6855e+09,0.00141726,0.00126699,0.00115268,0.999998,-0.0422815,-0.0341237,0.160237
1.6855e+09,0.00137931,0.00123999,0.00109917,0.999998,-0.0414498,-0.0338967,0.160719
1.6855e+09,0.00126856,0.00117804,0.000912835,0.999998,-0.0407486,-0.0342532,0.161137
1.6855e+09,0.00130844,0.00112018,0.000797404,0.999998,-0.039886,-0.0346473,0.160972
1.6855e+09,0.00150319,0.000845359,0.000710389,0.999998,-0.0393584,-0.0349038,0.160558
1.6855e+09,0.00174033,0.00068959,0.000784384,0.999998,-0.0388884,-0.0347819,0.15991
1.6855e+09,0.00182216,0.000453221,0.000912803,0.999998,-0.0380785,-0.0347266,0.159752
1.6855e+09,0.00189322,5.61151e-05,0.00102983,0.999998,-0.0378372,-0.0349814,0.159339
1.6855e+09,0.00197412,-0.000335482,0.00113386,0.999997,-0.0374513,-0.034976,0.158934
1.6855e+09,0.00198245,-0.000611005,0.00123782,0.999997,-0.0367774,-0.03465,0.158633
1.6855e+09,0.00207581,-0.000827569,0.00130007,0.999997,-0.0363215,-0.0344619,0.157914
1.6855e+09,0.00217896,-0.00106466,0.00139585,0.999996,-0.0359991,-0.0341482,0.157212
1.6855e+09,0.0023152,-0.00118621,0.00146437,0.999996,-0.0357145,-0.033936,0.156363
1.6855e+09,0.00360138,-0.00282529,0.00231623,0.999987,-0.0339351,-0.0315019,0.147392
1.6855e+09,0.00449656,-0.00462583,0.00302484,0.999975,-0.0328375,-0.0282399,0.141239
1.6855e+09,0.00542484,-0.00498106,0.00318514,0.999968,-0.0313823,-0.0255734,0.136088
1.6855e+09,0.007852,-0.00490423,0.00333024,0.999952,-0.0292588,-0.0208531,0.125996
1.6855e+09,0.0320396,-0.00306702,0.00137273,0.999481,-0.0450827,-0.00864546,0.0134355
1.6855e+09,0.0321627,-0.00318045,0.0014994,0.999476,-0.0442868,-0.00836396,0.0131056
1.6855e+09,0.0322652,-0.00329169,0.00160363,0.999473,-0.0433765,-0.00824428,0.0129616
1.6855e+09,0.0349923,-0.0142659,0.00446873,0.999276,-0.0246846,-0.0123668,0.0344449
1.6855e+09,0.027695,-0.0198614,0.00493834,0.999407,-0.0267213,-0.0167313,0.0842213
1.6855e+09,0.021717,-0.0213914,0.00576387,0.999519,-0.0353975,-0.0167696,0.120111
1.6855e+09,0.0215208,-0.0211165,0.0057773,0.999529,-0.0369756,-0.0203172,0.132607
1.6855e+09,0.0214951,-0.0210978,0.00527746,0.999532,-0.0365095,-0.021613,0.137398
1.6855e+09,0.0215775,-0.0210352,0.0050236,0.999533,-0.0365528,-0.022128,0.13806
1.6855e+09,0.0232818,-0.0191955,0.00302365,0.99954,-0.0337137,-0.0270686,0.137121
1.6855e+09,0.0242556,-0.0178001,0.00254438,0.999544,-0.0315822,-0.0286652,0.135091
1.6855e+09,0.0257773,-0.0162271,0.00300399,0.999531,-0.0271254,-0.0324628,0.132358
1.6855e+09,0.0261206,-0.0149346,0.00325754,0.999542,-0.0294766,-0.0299842,0.131873
1.6855e+09,0.0277368,-0.012821,0.00198936,0.999531,-0.0437035,-0.0240583,0.128948
1.6855e+09,0.029449,-0.0117947,0.00191894,0.999495,-0.0419782,-0.0225741,0.123872
1.6855e+09,0.0321125,-0.00610677,0.000957049,0.999465,-0.0435636,-0.0199226,0.119879
1.6855e+09,0.0299344,-0.00141588,-0.00175672,0.999549,-0.0570317,-0.0185324,0.129387
1.6855e+09,0.0297894,-0.00132527,-0.00187653,0.999554,-0.0577796,-0.0187074,0.129872
1.6855e+09,0.0280336,-0.000226232,-0.00278566,0.999603,-0.0626314,-0.022003,0.136106
1.6855e+09,0.0264502,0.000437691,-0.00378565,0.999643,-0.0683701,-0.0235976,0.142619
1.6855e+09,0.0254225,0.000698775,-0.00412946,0.999668,-0.0725815,-0.0244714,0.146822
1.6855e+09,0.0239354,0.000554024,-0.00387645,0.999706,-0.0695548,-0.0263441,0.153353
1.6855e+09,0.0239942,0.000582998,-0.0038034,0.999705,-0.0690544,-0.0267786,0.152636
1.6855e+09,0.0237791,0.00071198,-0.00360273,0.99971,-0.0685758,-0.0266838,0.153225
1.6855e+09,0.0206436,0.00147351,-0.00181331,0.999784,-0.0642822,-0.0273148,0.16314
1.6855e+09,0.0263249,0.00222299,0.00762489,0.999622,-0.0215542,-0.0240444,0.137117
1.6855e+09,0.0258879,0.00364256,0.00799398,0.999626,-0.0233068,-0.0254286,0.136675
1.6855e+09,0.0252084,0.00303677,0.00857216,0.999641,-0.0245852,-0.0221341,0.141621
1.6855e+09,0.0228598,0.00285718,0.0102589,0.999682,-0.0238094,-0.0205155,0.151845
1.6855e+09,0.0201314,0.00212631,0.013016,0.99971,-0.0205728,-0.0199684,0.164167
1.6855e+09,0.0199939,0.00209704,0.0133021,0.999709,-0.0201999,-0.0201043,0.164826
1.6855e+09,0.0172878,-0.000726579,0.0238216,0.999566,-0.0420635,-0.0196783,0.184808
1.6855e+09,0.0178377,-0.00241907,0.0234753,0.999562,-0.0448186,-0.0199526,0.188594
1.6855e+09,0.0295122,-0.0153924,0.0200174,0.999245,-0.0467314,-0.0264794,0.199435
1.6855e+09,0.0318723,-0.0177262,0.016406,0.9992,-0.0477024,-0.0278715,0.197098
1.6855e+09,0.0335475,-0.024073,0.00461913,0.999136,-0.0334919,-0.0292195,0.199884
1.6855e+09,0.0340635,-0.0266912,-0.000305964,0.999063,-0.0415153,-0.0285093,0.202225
1.6855e+09,0.0344014,-0.0273377,-0.00215279,0.999032,-0.0440273,-0.0287781,0.200341
1.6855e+09,0.0340945,-0.0275236,-0.00417933,0.999031,-0.0490125,-0.0279891,0.200119
1.6855e+09,0.0338703,-0.0277401,-0.00509243,0.999028,-0.0488369,-0.0276261,0.19958
1.6855e+09,0.0336373,-0.0279677,-0.0050296,0.99903,-0.0484835,-0.0272771,0.200145
1.6855e+09,0.0331409,-0.0282871,-0.00480331,0.999039,-0.0464159,-0.0251592,0.20111
1.6855e+09,0.0330135,-0.0285803,-0.00468309,0.999035,-0.0457676,-0.0248409,0.201131
1.6855e+09,0.032998,-0.0288417,-0.00471763,0.999028,-0.0458914,-0.0242232,0.200579
1.6855e+09,0.0332209,-0.0290504,-0.00467409,0.999015,-0.0454333,-0.024089,0.199959
